ix,tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
34977,2016-0322,Geneva,Clay,32,A,20160516,276,105064,,,Thomaz Bellucci,L,188,BRA,28.3778234086,39,1055,105062,,,Mikhail Kukushkin,R,183,KAZ,28.3887748118,81,699,6-2 6-1,3,R32,67,3,1,52,30,21,16,8,3,3,1,1,47,29,14,9,7,3,7
34978,2016-0322,Geneva,Clay,32,A,20160516,275,105208,,,Ernests Gulbis,R,190,LAT,27.7097878166,76,726,105575,,,Ricardas Berankis,R,175,LTU,25.9028062971,52,885,7-5 7-5,3,R32,,5,2,70,47,37,14,12,4,5,1,0,70,52,33,12,12,3,6
34979,2016-0322,Geneva,Clay,32,A,20160516,273,104198,,,Guillermo Garcia Lopez,R,188,ESP,32.9500342231,55,865,105023,8,,Sam Querrey,R,198,USA,28.6078028747,37,1135,7-6(5) 6-4,3,R32,89,5,4,70,38,28,19,11,1,3,13,3,81,45,30,18,11,9,12
34980,2016-0322,Geneva,Clay,32,A,20160516,272,104330,,,Rajeev Ram,R,193,USA,32.1615331964,73,732,105539,,Q,Evgeny Donskoy,R,185,RUS,26.0205338809,78,713,7-6(5) 4-6 6-3,3,R32,127,10,2,96,58,45,23,16,2,4,4,6,103,58,39,28,15,4,6
34981,2016-0322,Geneva,Clay,32,A,20160516,271,104797,,,Denis Istomin,R,188,UZB,29.6892539357,64,771,104252,,LL,Florian Mayer,R,190,GER,32.6132785763,236,223,6-2 6-3,3,R32,57,2,2,52,33,26,13,9,1,1,1,0,44,33,19,6,8,3,6
34982,2016-6120,Nice,Clay,32,A,20160516,300,106233,1,,Dominic Thiem,R,,AUT,22.6995208761,15,2430,100644,8,,Alexander Zverev,R,,GER,19.0718685832,48,930,6-4 3-6 6-0,3,F,99,5,5,80,45,32,17,13,5,9,2,9,66,38,22,10,12,2,8
34983,2016-6120,Nice,Clay,32,A,20160516,299,106233,1,,Dominic Thiem,R,,AUT,22.6995208761,15,2430,105173,,,Adrian Mannarino,L,183,FRA,27.8795345654,63,780,6-1 6-3,3,SF,62,2,2,38,19,17,14,8,0,1,0,0,59,36,18,10,8,8,13
34984,2016-6120,Nice,Clay,32,A,20160516,298,100644,8,,Alexander Zverev,R,,GER,19.0718685832,48,930,105311,5,,Joao Sousa,R,,POR,27.1293634497,28,1335,6-4 4-6 6-2,3,SF,134,7,8,102,63,41,18,14,6,9,1,2,86,55,36,14,14,6,11
34985,2016-6120,Nice,Clay,32,A,20160516,297,106233,1,,Dominic Thiem,R,,AUT,22.6995208761,15,2430,104312,7,,Andreas Seppi,R,190,ITA,32.2327173169,41,1050,6-3 6-3,3,QF,66,5,2,45,26,23,13,9,0,0,4,2,60,33,23,12,9,4,7
34986,2016-6120,Nice,Clay,32,A,20160516,296,105173,,,Adrian Mannarino,L,183,FRA,27.8795345654,63,780,105550,,,Guido Pella,L,,ARG,25.9986310746,54,869,5-7 7-6(4) 6-1,3,QF,136,8,2,109,77,53,17,16,13,16,6,4,107,71,44,16,15,10,14
34987,2016-6120,Nice,Clay,32,A,20160516,295,105311,5,,Joao Sousa,R,,POR,27.1293634497,28,1335,104731,3,,Kevin Anderson,R,203,RSA,29.9958932238,20,1795,7-5 7-5,3,QF,97,2,1,71,43,35,19,12,6,6,10,2,73,43,32,17,12,4,6
34988,2016-6120,Nice,Clay,32,A,20160516,294,100644,8,,Alexander Zverev,R,,GER,19.0718685832,48,930,104468,2,,Gilles Simon,R,183,FRA,31.3839835729,18,1945,6-3 6-7(6) 7-6(1),3,QF,179,4,5,122,74,51,27,16,8,10,4,4,111,67,44,22,17,2,6
34989,2016-6120,Nice,Clay,32,A,20160516,293,106233,1,,Dominic Thiem,R,,AUT,22.6995208761,15,2430,104919,,,Leonardo Mayer,R,188,ARG,29.0047912389,51,885,6-3 6-0,3,R16,61,5,1,50,29,22,14,8,3,3,0,2,52,36,19,6,7,7,11
34990,2016-6120,Nice,Clay,32,A,20160516,292,104312,7,,Andreas Seppi,R,190,ITA,32.2327173169,41,1050,103908,,,Paul Henri Mathieu,R,185,FRA,34.340862423,67,761,4-6 6-2 6-4,3,R16,124,7,2,95,68,48,13,14,10,12,2,3,81,53,34,16,14,5,9
34991,2016-6120,Nice,Clay,32,A,20160516,291,105173,,,Adrian Mannarino,L,183,FRA,27.8795345654,63,780,105332,4,,Benoit Paire,R,196,FRA,27.022587269,21,1641,6-3 6-0,3,R16,52,1,1,51,33,22,10,8,0,1,1,1,41,20,11,3,7,3,8
34992,2016-6120,Nice,Clay,32,A,20160516,290,105550,,,Guido Pella,L,,ARG,25.9986310746,54,869,105385,,Q,Donald Young,L,183,USA,26.8145106092,82,695,6-3 6-0,3,R16,68,3,0,52,44,30,3,7,5,6,0,2,51,29,10,10,8,4,10
34993,2016-6120,Nice,Clay,32,A,20160516,289,105311,5,,Joao Sousa,R,,POR,27.1293634497,28,1335,103607,,,Victor Estrella,R,173,DOM,35.7864476386,88,655,3-6 6-4 6-4,3,R16,116,3,4,85,62,47,8,15,2,5,2,1,88,62,42,12,14,3,6
34994,2016-6120,Nice,Clay,32,A,20160516,288,104731,3,,Kevin Anderson,R,203,RSA,29.9958932238,20,1795,106043,,Q,Diego Sebastian Schwartzman,R,,ARG,23.7481177276,65,769,7-6(4) 6-3,3,R16,93,7,4,79,55,41,11,11,2,3,0,2,66,37,23,16,10,2,4
34995,2016-6120,Nice,Clay,32,A,20160516,287,100644,8,,Alexander Zverev,R,,GER,19.0718685832,48,930,104719,,,Marcel Granollers,R,190,ESP,30.0944558522,58,842,7-5 6-7(3) 6-2,3,R16,161,2,4,108,71,47,22,16,3,5,0,1,97,67,47,12,16,2,7
34996,2016-6120,Nice,Clay,32,A,20160516,286,104468,2,,Gilles Simon,R,183,FRA,31.3839835729,18,1945,126203,,,Taylor Harry Fritz,R,,USA,18.5489390828,72,744,6-4 6-4,3,R16,84,2,3,67,28,19,22,10,4,6,5,4,61,33,22,11,10,2,6
34997,2016-6120,Nice,Clay,32,A,20160516,284,104919,,,Leonardo Mayer,R,188,ARG,29.0047912389,51,885,106210,,,Jiri Vesely,L,,CZE,22.8501026694,59,815,7-6(5) 3-6 6-3,3,R32,149,8,6,90,44,38,25,15,2,3,9,3,107,72,53,17,15,11,12
34998,2016-6120,Nice,Clay,32,A,20160516,283,103908,,,Paul Henri Mathieu,R,185,FRA,34.340862423,67,761,111202,,,Hyeon Chung,R,,KOR,19.9917864476,112,547,7-6(3) 6-3,3,R32,95,3,2,61,33,25,14,10,0,2,3,0,80,60,37,8,11,3,7
34999,2016-6120,Nice,Clay,32,A,20160516,282,104312,7,,Andreas Seppi,R,190,ITA,32.2327173169,41,1050,103926,,,Daniel Munoz De La Nava,L,,ESP,34.2943189596,106,561,6-7(4) 7-5 6-4,3,R32,152,11,6,111,67,50,24,17,3,5,3,5,103,59,47,21,17,5,9
35000,2016-6120,Nice,Clay,32,A,20160516,280,105173,,,Adrian Mannarino,L,183,FRA,27.8795345654,63,780,104898,,,Robin Haase,R,190,NED,29.1115674196,86,685,6-7(4) 6-3 6-4,3,R32,147,5,1,117,74,50,22,16,8,12,2,3,96,46,31,23,15,9,15
35001,2016-6120,Nice,Clay,32,A,20160516,279,105550,,,Guido Pella,L,,ARG,25.9986310746,54,869,106421,,Q,Daniil Medvedev,R,,RUS,20.2600958248,244,217,6-1 6-7(4) 7-6(5),3,R32,145,9,2,120,89,61,18,16,16,18,7,1,108,70,46,18,15,9,13
35002,2016-6120,Nice,Clay,32,A,20160516,278,105385,,Q,Donald Young,L,183,USA,26.8145106092,82,695,104926,6,,Fabio Fognini,R,178,ITA,28.9801505818,34,1205,4-6 6-3 6-3,3,R32,99,10,4,82,49,42,17,14,5,6,5,1,87,62,36,17,14,0,3
35003,2016-6120,Nice,Clay,32,A,20160516,277,105311,5,,Joao Sousa,R,,POR,27.1293634497,28,1335,111460,,WC,Quentin Halys,R,,FRA,19.5537303217,154,350,5-7 6-4 6-4,3,R32,141,4,2,118,77,52,19,16,10,14,12,9,121,61,44,25,16,11,16
35004,2016-6120,Nice,Clay,32,A,20160516,276,103607,,,Victor Estrella,R,173,DOM,35.7864476386,88,655,106045,,,Denis Kudla,R,180,USA,23.7453798768,57,855,6-3 6-2,3,R32,66,3,2,49,32,23,10,9,0,1,1,2,43,19,11,11,8,1,5
35005,2016-6120,Nice,Clay,32,A,20160516,275,106043,,Q,Diego Sebastian Schwartzman,R,,ARG,23.7481177276,65,769,104269,,,Fernando Verdasco,L,188,ESP,32.501026694,56,855,7-6(5) 6-1,3,R32,90,1,3,69,48,31,11,10,2,4,4,3,62,36,24,8,9,3,7
35006,2016-6120,Nice,Clay,32,A,20160516,273,100644,8,,Alexander Zverev,R,,GER,19.0718685832,48,930,106378,,Q,Kyle Edmund,R,,GBR,21.3524982888,84,689,5-7 7-5 0-0 RET,3,R32,,6,7,76,37,26,21,12,2,5,2,3,73,47,31,14,12,5,8
35007,2016-6120,Nice,Clay,32,A,20160516,272,104719,,,Marcel Granollers,R,190,ESP,30.0944558522,58,842,104548,,PR,Brian Baker,R,190,USA,31.0444900753,669,40,6-3 6-1,3,R32,68,0,1,38,25,20,10,8,0,1,0,4,59,34,16,10,8,1,6
35008,2016-6120,Nice,Clay,32,A,20160516,271,126203,,,Taylor Harry Fritz,R,,USA,18.5489390828,72,744,105011,,,Illya Marchenko,R,185,UKR,28.6872005476,69,751,7-6(4) 6-4,3,R32,91,8,1,65,34,27,17,11,1,3,0,3,73,36,22,21,11,7,10
35009,2016-520,Roland Garros,Clay,128,G,20160523,100,104925,1,,Novak Djokovic,R,188,SRB,29.0047912389,1,16150,104229,,,Yen Hsun Lu,R,180,TPE,32.7748117728,95,602,6-4 6-1 6-1,5,R128,90,1,1,64,45,34,14,12,0,1,2,4,84,58,28,11,12,7,14
35010,2016-520,Roland Garros,Clay,128,G,20160523,101,104327,,,Steve Darcis,R,178,BEL,32.1943874059,161,331,104947,,,Marsel Ilhan,R,190,TUR,28.9500342231,198,275,6-3 6-4 6-0,5,R128,99,6,1,85,53,41,18,13,6,7,1,2,70,34,24,13,12,1,7
35011,2016-520,Roland Garros,Clay,128,G,20160523,102,105379,,,Aljaz Bedene,R,181,GBR,26.8473648186,66,765,105589,,,Gerald Melzer,L,,AUT,25.8617385352,129,452,4-6 6-3 6-4 6-4,5,R128,137,13,3,102,65,55,20,20,0,2,3,1,112,85,60,12,19,4,8
35012,2016-520,Roland Garros,Clay,128,G,20160523,103,105807,,,Pablo Carreno Busta,R,,ESP,24.8651608487,43,995,105643,31,,Federico Delbonis,L,190,ARG,25.6317590691,35,1165,7-6(3) 6-7(4) 6-4 6-4,5,R128,208,6,1,140,98,67,23,22,6,10,4,5,158,91,57,35,22,12,18
35013,2016-520,Roland Garros,Clay,128,G,20160523,104,106071,20,,Bernard Tomic,R,193,AUS,23.5865845311,22,1625,104548,,,Brian Baker,R,190,USA,31.0636550308,662,40,6-3 6-4 6-4,5,R128,100,14,2,96,58,43,23,15,8,9,5,5,92,57,38,16,14,3,7
35014,2016-520,Roland Garros,Clay,128,G,20160523,105,106432,,,Borna Coric,R,,CRO,19.5208761123,47,935,126203,,,Taylor Harry Fritz,R,,USA,18.5681040383,67,758,6-3 6-1 6-3,5,R128,104,5,1,63,39,32,15,13,0,1,7,2,106,64,36,17,12,13,20
35015,2016-520,Roland Garros,Clay,128,G,20160523,106,103908,,,Paul Henri Mathieu,R,185,FRA,34.3600273785,65,771,105053,,,Santiago Giraldo,R,188,COL,28.4873374401,122,499,6-4 6-7(2) 6-4 1-6 6-3,5,R128,243,6,9,177,121,77,26,24,13,18,16,5,175,111,76,29,24,16,22
35016,2016-520,Roland Garros,Clay,128,G,20160523,107,105138,14,,Roberto Bautista Agut,R,,ESP,28.1067761807,16,2015,104098,,,Dmitry Tursunov,R,185,RUS,33.4455852156,480,75,6-3 6-3 6-1,5,R128,84,5,3,69,48,35,12,13,0,2,2,1,74,44,26,11,12,3,10
35017,2016-520,Roland Garros,Clay,128,G,20160523,108,103970,11,,David Ferrer,R,175,ESP,34.1409993155,11,2740,105539,,,Evgeny Donskoy,R,185,RUS,26.0396988364,75,713,6-1 6-2 6-0,5,R128,86,1,5,68,39,32,16,11,1,1,1,1,72,33,18,14,10,4,11
35018,2016-520,Roland Garros,Clay,128,G,20160523,109,104338,,,Juan Monaco,R,185,ARG,32.1505817933,92,620,104797,,,Denis Istomin,R,188,UZB,29.7084188912,64,771,3-6 6-4 6-3 7-5,5,R128,160,1,1,125,98,65,13,20,9,13,8,2,121,79,56,13,20,6,12
35019,2016-520,Roland Garros,Clay,128,G,20160523,110,103607,,,Victor Estrella,R,173,DOM,35.8056125941,87,670,105011,,,Illya Marchenko,R,185,UKR,28.7063655031,71,751,7-5 6-4 6-3,5,R128,146,4,0,103,71,45,20,16,9,13,6,6,103,48,35,19,15,8,15
35020,2016-520,Roland Garros,Clay,128,G,20160523,111,103852,21,,Feliciano Lopez,L,188,ESP,34.6721423682,23,1550,105341,,,Thomas Fabbiano,R,,ITA,26.9924709103,117,518,6-4 6-4 3-6 6-2,5,R128,144,16,3,114,62,49,29,19,9,11,5,2,125,80,52,25,18,5,10
35021,2016-520,Roland Garros,Clay,128,G,20160523,112,104655,25,,Pablo Cuevas,R,180,URU,30.3901437372,27,1450,104735,,,Tobias Kamke,R,180,GER,30.006844627,155,342,3-6 6-2 6-3 7-6(4),5,R128,153,11,0,114,73,56,23,19,5,8,2,3,128,83,58,18,19,4,9
35022,2016-520,Roland Garros,Clay,128,G,20160523,113,111460,,,Quentin Halys,R,,FRA,19.5728952772,154,347,111202,,,Hyeon Chung,R,,KOR,20.0109514031,111,547,6-1 6-4 6-4,5,R128,96,8,2,89,64,49,14,14,7,8,0,1,92,69,43,7,13,6,11
35023,2016-520,Roland Garros,Clay,128,G,20160523,114,104291,,,Malek Jaziri,R,185,TUN,32.3394934976,72,751,104252,,,Florian Mayer,R,190,GER,32.6324435318,236,229,6-4 3-6 6-1 6-2,5,R128,131,1,5,117,56,38,34,17,8,11,4,5,102,55,39,16,17,8,15
35024,2016-520,Roland Garros,Clay,128,G,20160523,115,104607,7,,Tomas Berdych,R,196,CZE,30.6803559206,8,2850,105577,,,Vasek Pospisil,R,193,CAN,25.916495551,46,955,6-3 6-2 6-1,5,R128,98,6,1,70,39,28,18,12,4,6,6,4,79,47,23,12,12,5,13
35025,2016-520,Roland Garros,Clay,128,G,20160523,116,104745,4,,Rafael Nadal,L,185,ESP,29.9712525667,5,5675,105032,,,Samuel Groth,R,,AUS,28.5941136208,100,585,6-1 6-1 6-1,5,R128,80,1,0,45,38,34,6,11,0,0,10,9,80,46,26,7,10,6,14
35026,2016-520,Roland Garros,Clay,128,G,20160523,117,105487,,,Facundo Bagnis,L,,ARG,26.2340862423,99,590,104932,,,Kenny De Schepper,L,203,FRA,28.9856262834,143,383,6-0 6-2 7-6(2),5,R128,121,3,6,91,58,46,17,13,5,5,7,2,104,81,47,8,13,13,18
35027,2016-520,Roland Garros,Clay,128,G,20160523,118,103917,,,Nicolas Mahut,R,190,FRA,34.3353867214,44,976,105575,,,Ricardas Berankis,R,175,LTU,25.9219712526,50,885,7-6(4) 6-2 6-1,5,R128,110,2,4,94,54,42,21,14,5,6,3,2,76,41,26,17,13,2,7
35028,2016-520,Roland Garros,Clay,128,G,20160523,119,104719,,,Marcel Granollers,R,190,ESP,30.1136208077,56,844,104926,32,,Fabio Fognini,R,178,ITA,28.9993155373,33,1205,7-5 6-4 6-3,5,R128,120,4,1,82,44,34,24,16,0,2,1,2,96,52,35,20,15,7,13
35029,2016-520,Roland Garros,Clay,128,G,20160523,120,103565,,,Stephane Robert,R,185,FRA,36.0164271047,90,628,104731,18,,Kevin Anderson,R,203,RSA,30.0150581793,20,1840,6-4 6-2 1-6 7-5,5,R128,142,9,7,108,47,42,30,19,1,3,18,9,121,75,55,22,18,8,12
35030,2016-520,Roland Garros,Clay,128,G,20160523,121,100644,,,Alexander Zverev,R,,GER,19.0910335387,41,1060,105732,,,Pierre Hugues Herbert,R,,FRA,25.18275154,84,695,5-7 6-2 7-6(6) 7-5,5,R128,188,8,6,142,91,66,30,22,5,7,7,5,148,76,57,35,22,8,12
35031,2016-520,Roland Garros,Clay,128,G,20160523,122,104198,,,Guillermo Garcia Lopez,R,188,ESP,32.9691991786,51,865,105217,,,Thiemo De Bakker,R,193,NED,27.6741957563,120,506,6-4 6-4 5-7 7-6(3),5,R128,162,9,7,129,72,51,35,22,3,7,10,1,135,76,54,33,22,1,6
35032,2016-520,Roland Garros,Clay,128,G,20160523,123,106233,13,,Dominic Thiem,R,,AUT,22.7186858316,15,2430,105438,,,Inigo Cervantes Huegun,R,,ESP,26.4777549624,69,755,3-6 6-2 7-5 6-1,5,R128,158,5,1,98,50,43,26,18,6,9,6,4,118,69,44,19,18,10,17
35033,2016-520,Roland Garros,Clay,128,G,20160523,124,105676,12,,David Goffin,R,163,BEL,25.4592744695,13,2570,106296,,,Gregoire Barrere,R,183,FRA,22.264202601,242,223,6-3 6-3 6-4,5,R128,98,3,0,81,50,36,21,14,5,7,6,2,87,60,32,15,14,5,11
35034,2016-520,Roland Garros,Clay,128,G,20160523,125,104122,,,Carlos Berlocq,R,183,ARG,33.3004791239,126,462,103893,,,Paolo Lorenzi,R,183,ITA,34.4366872005,54,855,6-3 6-0 6-2,5,R128,111,2,2,77,52,36,14,12,4,6,0,1,71,43,22,9,11,7,15
35035,2016-520,Roland Garros,Clay,128,G,20160523,126,106210,,,Jiri Vesely,L,,CZE,22.8692676249,60,815,104330,,,Rajeev Ram,R,193,USA,32.180698152,70,752,6-4 6-4 6-7(5) 6-0,5,R128,146,10,2,100,71,58,23,19,0,0,6,1,121,85,59,17,19,4,9
35036,2016-520,Roland Garros,Clay,128,G,20160523,127,104597,,,Nicolas Almagro,R,183,ESP,30.7542778919,49,899,104259,24,,Philipp Kohlschreiber,R,178,GER,32.6023271732,26,1485,5-7 6-2 6-2 6-4,5,R128,157,19,4,117,67,57,24,19,7,9,5,3,117,61,40,29,19,4,10
35037,2016-520,Roland Garros,Clay,128,G,20160523,128,105311,26,,Joao Sousa,R,,POR,27.1485284052,29,1275,106000,,,Damir Dzumhur,R,172,BIH,24.0082135524,73,747,2-6 7-6(8) 6-4 7-5,5,R128,180,2,1,138,93,63,25,21,0,5,4,1,154,112,68,26,21,13,18
35038,2016-520,Roland Garros,Clay,128,G,20160523,129,105208,,,Ernests Gulbis,R,190,LAT,27.7289527721,80,701,104312,,,Andreas Seppi,R,190,ITA,32.2518822724,38,1095,6-3 7-5 6-4,5,R128,128,16,6,102,55,44,27,16,6,6,4,1,89,54,39,20,15,5,8
35039,2016-520,Roland Garros,Clay,128,G,20160523,130,104571,,,Marcos Baghdatis,R,183,CYP,30.932238193,39,1067,104180,,,Gilles Muller,L,193,LUX,33.0403832991,42,1020,7-5 6-4 6-1,5,R128,117,7,1,80,52,36,15,15,4,7,10,12,111,65,41,16,14,15,23
35040,2016-520,Roland Garros,Clay,128,G,20160523,131,104542,6,,Jo Wilfried Tsonga,R,188,FRA,31.099247091,7,3355,105526,,,Jan Lennard Struff,R,,GER,26.0780287474,101,578,6-3 6-4 6-4,5,R128,121,8,3,96,61,45,21,15,4,5,2,4,89,60,39,13,14,4,8
35041,2016-520,Roland Garros,Clay,128,G,20160523,132,105683,8,,Milos Raonic,R,196,CAN,25.4045174538,9,2785,104386,,,Janko Tipsarevic,R,180,SRB,31.9178644764,680,38,6-3 6-2 7-6(5),5,R128,129,10,5,79,44,41,22,15,0,1,4,2,102,49,35,25,14,11,15
35042,2016-520,Roland Garros,Clay,128,G,20160523,133,105173,,,Adrian Mannarino,L,183,FRA,27.8986995209,58,825,105062,,,Mikhail Kukushkin,R,183,KAZ,28.4079397673,83,699,6-4 2-6 6-2 6-4,5,R128,159,12,2,113,63,43,23,18,2,7,3,1,123,74,43,24,18,10,17
35043,2016-520,Roland Garros,Clay,128,G,20160523,134,105413,,,Andrej Martin,R,180,SVK,26.6721423682,133,438,103926,,,Daniel Munoz De La Nava,L,,ESP,34.3134839151,105,561,6-2 6-3 4-6 6-4,5,R128,156,7,3,104,72,58,18,19,6,7,1,2,127,81,44,30,18,14,19
35044,2016-520,Roland Garros,Clay,128,G,20160523,135,106298,29,,Lucas Pouille,R,,FRA,22.2450376454,31,1266,103898,,,Julien Benneteau,R,185,FRA,34.4229979466,548,59,6-3 4-6 6-4 7-6(4),5,R128,186,12,6,160,87,63,33,21,15,20,8,2,132,82,55,22,20,5,11
35045,2016-520,Roland Garros,Clay,128,G,20160523,136,106058,23,,Jack Sock,R,185,USA,23.6605065024,25,1505,104898,,,Robin Haase,R,190,NED,29.1307323751,86,685,6-3 7-5 3-6 6-7(3) 6-2,5,R128,195,8,8,160,92,69,39,25,9,11,11,5,168,114,76,30,25,14,19
35046,2016-520,Roland Garros,Clay,128,G,20160523,137,104460,,,Dustin Brown,R,196,GER,31.4551676934,116,520,104534,,,Dudi Sela,R,175,ISR,31.1348391513,62,781,6-7(5) 6-4 7-6(5) 4-6 6-4,5,R128,213,4,3,190,130,85,29,27,16,24,4,4,191,106,67,43,27,5,14
35047,2016-520,Roland Garros,Clay,128,G,20160523,138,105077,,,Albert Ramos,L,188,ESP,28.34770705,55,853,104547,,,Horacio Zeballos,L,188,ARG,31.0718685832,89,641,6-3 4-6 7-5 6-0,5,R128,185,8,0,117,75,53,26,19,8,10,8,5,133,83,51,22,18,10,17
35048,2016-520,Roland Garros,Clay,128,G,20160523,139,105477,,,Marco Trungelliti,R,,ARG,26.3080082136,166,323,105227,10,,Marin Cilic,R,198,CRO,27.6495550992,10,2775,7-6(4) 3-6 6-4 6-2,5,R128,170,4,5,134,87,56,25,20,7,12,13,2,110,62,47,22,19,3,9
35049,2016-520,Roland Garros,Clay,128,G,20160523,140,104468,16,,Gilles Simon,R,183,FRA,31.4031485284,18,1945,104297,,,Rogerio Dutra Silva,R,178,BRA,32.3011635866,85,686,7-6(5) 6-4 6-2,5,R128,159,4,4,114,56,33,31,15,7,12,0,5,99,57,31,18,15,5,13
35050,2016-520,Roland Garros,Clay,128,G,20160523,141,105550,,,Guido Pella,L,,ARG,26.0177960301,48,899,106043,,,Diego Sebastian Schwartzman,R,,ARG,23.7672826831,63,781,6-2 3-6 6-2 6-3,5,R128,142,5,1,100,72,54,14,17,6,9,1,2,106,72,41,15,17,8,15
35051,2016-520,Roland Garros,Clay,128,G,20160523,142,105583,,,Dusan Lajovic,R,180,SRB,25.8973305955,81,701,106045,,,Denis Kudla,R,180,USA,23.7645448323,53,855,6-4 6-3 6-3,5,R128,101,1,1,86,61,43,17,14,4,5,4,3,78,46,29,16,14,6,11
35052,2016-520,Roland Garros,Clay,128,G,20160523,143,104678,22,,Viktor Troicki,R,193,SRB,30.2806297057,24,1535,105777,,,Grigor Dimitrov,R,188,BUL,25.0212183436,36,1150,2-6 6-3 5-7 7-5 6-3,5,R128,225,7,2,177,119,74,30,25,11,17,7,10,161,99,67,27,25,5,12
35053,2016-520,Roland Garros,Clay,128,G,20160523,144,104871,30,,Jeremy Chardy,R,188,FRA,29.2758384668,32,1265,104919,,,Leonardo Mayer,R,188,ARG,29.0239561944,68,755,6-4 3-6 6-4 6-2,5,R128,160,8,9,111,63,54,21,19,7,9,9,3,121,82,57,18,18,7,12
35054,2016-520,Roland Garros,Clay,128,G,20160523,145,106361,,,Adam Pavlasek,R,,CZE,21.6235455168,132,442,106148,,,Roberto Carballes Baena,R,,ESP,23.1676933607,114,523,6-2 4-6 6-3 1-6 6-1,5,R128,189,7,2,155,102,66,26,21,13,19,0,2,135,95,54,20,20,9,17
35055,2016-520,Roland Garros,Clay,128,G,20160523,146,106121,,,Taro Daniel,R,,JPN,23.318275154,93,614,105373,,,Martin Klizan,L,190,SVK,26.8665297741,45,960,3-6 4-6 7-5 6-4 3-0 RET,5,R128,189,7,2,136,86,58,22,22,10,17,10,6,135,81,52,22,22,3,11
35056,2016-520,Roland Garros,Clay,128,G,20160523,147,104527,3,,Stanislas Wawrinka,R,183,SUI,31.1540041068,4,6315,104586,,,Lukas Rosol,R,196,CZE,30.8309377139,59,815,4-6 6-1 3-6 6-3 6-4,5,R128,191,9,4,142,90,70,28,23,8,10,9,1,171,106,64,38,22,12,16
35057,2016-520,Roland Garros,Clay,128,G,20160523,148,105453,5,,Kei Nishikori,R,178,JPN,26.3983572895,6,4470,104620,,,Simone Bolelli,R,183,ITA,30.6228610541,115,522,6-1 7-5 6-3,5,R128,120,4,3,86,45,36,24,14,3,4,1,2,90,55,35,13,14,3,9
35058,2016-520,Roland Garros,Clay,128,G,20160523,149,105723,,,Andrey Kuznetsov,R,185,RUS,25.2484599589,40,1063,103794,,,Benjamin Becker,R,178,GER,34.9349760438,96,600,6-2 6-2 6-4,5,R128,80,7,3,71,39,32,22,13,1,2,7,3,77,54,29,10,13,2,8
35059,2016-520,Roland Garros,Clay,128,G,20160523,150,104471,,,Ivan Dodig,R,183,CRO,31.3867214237,77,708,104022,,,Mikhail Youzhny,R,183,RUS,33.9110198494,78,707,6-4 5-7 7-5 2-6 6-3,5,R128,256,13,6,179,110,76,31,26,12,18,4,8,172,103,66,38,25,8,15
35060,2016-520,Roland Garros,Clay,128,G,20160523,151,104269,,,Fernando Verdasco,L,188,ESP,32.5201916496,52,855,105449,33,,Steve Johnson,R,188,USA,26.4120465435,34,1190,7-5 6-4 7-5,5,R128,140,5,3,101,74,51,20,17,6,7,5,5,116,76,51,19,17,9,13
35061,2016-520,Roland Garros,Clay,128,G,20160523,152,106401,17,,Nick Kyrgios,R,,AUS,21.0732375086,19,1855,106065,,,Marco Cecchinato,R,,ITA,23.6440793977,124,478,7-6(6) 7-6(6) 6-4,5,R128,142,16,2,100,64,52,27,17,1,1,5,2,134,79,54,31,17,12,13
35062,2016-520,Roland Garros,Clay,128,G,20160523,153,104997,,,Igor Sijsling,R,190,NED,28.7638603696,123,484,104494,,,Adrian Ungur,R,178,ROU,31.3237508556,203,264,6-1 6-2 7-6(5),5,R128,102,3,8,97,59,41,19,14,2,5,2,4,99,60,33,15,13,8,15
35063,2016-520,Roland Garros,Clay,128,G,20160523,154,106216,,,Bjorn Fratangelo,R,,USA,22.8446269678,103,567,105023,,,Sam Querrey,R,198,USA,28.6269678303,37,1135,6-3 6-1 6-7(3) 6-3,5,R128,124,3,3,119,68,47,35,19,9,10,11,3,106,67,52,13,18,8,14
35064,2016-520,Roland Garros,Clay,128,G,20160523,155,104755,9,,Richard Gasquet,R,185,FRA,29.9301848049,12,2725,105064,,,Thomaz Bellucci,L,188,BRA,28.3969883641,57,825,6-1 6-3 6-4,5,R128,128,3,0,88,59,41,13,13,7,9,1,4,88,52,27,16,13,9,16
35065,2016-520,Roland Garros,Clay,128,G,20160523,156,104545,15,,John Isner,R,206,USA,31.0746064339,17,1965,105357,,,John Millman,R,183,AUS,26.9404517454,61,796,6-7(4) 7-6(12) 7-6(7) 7-5,5,R128,200,40,5,158,115,94,22,24,3,6,5,2,173,125,78,37,24,6,10
